id_respondent,Rating,Tipo_di_Pesce,Panatura,Spezie,Tempo_di_Preparazione,Formato_Confezione
42,0.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
42,0.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
42,0.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
42,0.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
42,0.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
43,20.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
43,0.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
43,20.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
43,0.0,Calamaro,Panko,Nessuna,8-15,Mono
43,30.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
43,20.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
43,0.0,Salmone,Gratinato,Nessuna,8-15,Doppia
43,10.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
43,0.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
43,20.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
43,20.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
43,40.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
43,20.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
43,30.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
43,10.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
43,20.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
43,20.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
43,20.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
44,100.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
44,100.0,Salmone,Gratinato,Nessuna,8-15,Doppia
44,0.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
44,30.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
44,0.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
44,100.0,Calamaro,Panko,Nessuna,8-15,Mono
44,20.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
44,50.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
44,40.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
44,50.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
44,100.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
44,20.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
44,100.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
44,100.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
44,60.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
44,100.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
44,100.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
44,100.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
45,80.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
45,70.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
45,50.0,Salmone,Gratinato,Nessuna,8-15,Doppia
45,40.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
45,60.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
45,70.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
45,80.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
45,80.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
45,80.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
45,60.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
45,80.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
45,60.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
45,70.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
45,40.0,Calamaro,Panko,Nessuna,8-15,Mono
45,80.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
45,70.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
45,70.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
45,60.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
46,70.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
46,30.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
46,70.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
46,50.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
46,90.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
46,50.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
46,20.0,Calamaro,Panko,Nessuna,8-15,Mono
46,20.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
46,50.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
46,30.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
46,60.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
46,70.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
46,80.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
46,80.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
46,80.0,Salmone,Gratinato,Nessuna,8-15,Doppia
46,90.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
46,70.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
46,50.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
47,90.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
47,60.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
47,40.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
47,80.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
47,80.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
47,40.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
47,30.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
47,50.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
47,50.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
47,50.0,Salmone,Gratinato,Nessuna,8-15,Doppia
47,50.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
47,50.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
47,50.0,Calamaro,Panko,Nessuna,8-15,Mono
47,80.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
47,60.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
47,50.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
47,90.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
47,80.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
48,50.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
48,60.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
48,60.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
48,100.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
48,70.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
48,50.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
48,100.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
48,100.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
48,50.0,Calamaro,Panko,Nessuna,8-15,Mono
48,80.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
48,100.0,Salmone,Gratinato,Nessuna,8-15,Doppia
48,100.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
48,80.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
48,70.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
48,100.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
48,100.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
48,80.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
48,50.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
49,80.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
49,70.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
49,60.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
49,80.0,Calamaro,Panko,Nessuna,8-15,Mono
49,70.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
49,80.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
49,70.0,Salmone,Gratinato,Nessuna,8-15,Doppia
49,70.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
49,80.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
49,70.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
49,70.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
49,70.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
49,70.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
49,60.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
49,70.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
49,60.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
49,80.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
49,70.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
50,10.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
50,30.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
50,20.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
50,20.0,Calamaro,Panko,Nessuna,8-15,Mono
50,20.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
50,30.0,Salmone,Gratinato,Nessuna,8-15,Doppia
50,10.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
50,10.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
50,20.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
50,20.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
50,60.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
50,60.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
50,10.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
50,20.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
50,20.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
50,30.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
50,30.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
50,20.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
51,0.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
51,80.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
51,10.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
51,20.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
51,10.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
51,0.0,Salmone,Gratinato,Nessuna,8-15,Doppia
51,0.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
51,40.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
51,0.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
51,0.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
51,40.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
51,10.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
51,10.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
51,0.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
51,0.0,Calamaro,Panko,Nessuna,8-15,Mono
51,10.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
51,40.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
51,90.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
52,40.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
52,40.0,Salmone,Gratinato,Nessuna,8-15,Doppia
52,70.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
52,50.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
52,80.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
52,70.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
52,90.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
52,90.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
52,60.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
52,30.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
52,70.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
52,30.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
52,90.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
52,40.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
52,80.0,Calamaro,Panko,Nessuna,8-15,Mono
52,90.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
52,60.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
52,70.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
53,40.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
53,30.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
53,30.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
53,20.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
53,40.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
53,30.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
53,20.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
53,60.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
53,10.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
53,20.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
53,40.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
53,20.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
53,40.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
53,20.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
53,10.0,Calamaro,Panko,Nessuna,8-15,Mono
53,10.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
53,30.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
53,40.0,Salmone,Gratinato,Nessuna,8-15,Doppia
54,0.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
54,0.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
54,0.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
54,0.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
54,0.0,Calamaro,Panko,Nessuna,8-15,Mono
54,0.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
54,0.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
54,0.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
54,0.0,Salmone,Gratinato,Nessuna,8-15,Doppia
54,0.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
54,0.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
54,0.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
54,0.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
54,0.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
54,0.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
54,0.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
54,0.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
54,0.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
55,100.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
55,50.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
55,30.0,Salmone,Gratinato,Nessuna,8-15,Doppia
55,80.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
55,30.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
55,40.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
55,30.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
55,60.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
55,60.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
55,80.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
55,70.0,Calamaro,Panko,Nessuna,8-15,Mono
55,10.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
55,70.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
55,30.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
55,70.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
55,80.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
55,100.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
55,30.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
56,20.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
56,60.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
56,50.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
56,40.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
56,50.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
56,20.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
56,30.0,Calamaro,Panko,Nessuna,8-15,Mono
56,20.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
56,30.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
56,80.0,Salmone,Gratinato,Nessuna,8-15,Doppia
56,80.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
56,20.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
56,90.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
56,20.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
56,40.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
56,20.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
56,40.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
56,100.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
57,60.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
57,10.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
57,80.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
57,70.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
57,0.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
57,0.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
57,70.0,Salmone,Gratinato,Nessuna,8-15,Doppia
57,60.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
57,0.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
57,10.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
57,10.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
57,0.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
57,10.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
57,90.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
57,0.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
57,10.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
57,10.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
57,0.0,Calamaro,Panko,Nessuna,8-15,Mono
58,80.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
58,40.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
58,50.0,Calamaro,Panko,Nessuna,8-15,Mono
58,40.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
58,80.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
58,50.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
58,60.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
58,60.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
58,60.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
58,50.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
58,50.0,Salmone,Gratinato,Nessuna,8-15,Doppia
58,60.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
58,40.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
58,50.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
58,80.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
58,80.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
58,60.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
58,80.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
59,70.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
59,60.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
59,70.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
59,60.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
59,40.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
59,80.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
59,50.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
59,60.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
59,70.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
59,50.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
59,60.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
59,70.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
59,70.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
59,50.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
59,50.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
59,60.0,Calamaro,Panko,Nessuna,8-15,Mono
59,70.0,Salmone,Gratinato,Nessuna,8-15,Doppia
59,50.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
60,10.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
60,40.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
60,20.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
60,20.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
60,40.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
60,30.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
60,20.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
60,10.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
60,30.0,Salmone,Gratinato,Nessuna,8-15,Doppia
60,40.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
60,20.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
60,20.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
60,30.0,Calamaro,Panko,Nessuna,8-15,Mono
60,20.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
60,30.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
60,10.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
60,30.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
60,30.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
61,10.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
61,0.0,Calamaro,Panko,Nessuna,8-15,Mono
61,0.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
61,0.0,Salmone,Gratinato,Nessuna,8-15,Doppia
61,20.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
61,0.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
61,20.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
61,0.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
61,0.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
61,0.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
61,10.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
61,10.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
61,0.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
61,0.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
61,0.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
61,0.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
61,10.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
61,0.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
62,0.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
62,0.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
62,0.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
62,0.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
62,0.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
62,0.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
62,0.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
62,0.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
62,0.0,Salmone,Gratinato,Nessuna,8-15,Doppia
62,0.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
62,0.0,Calamaro,Panko,Nessuna,8-15,Mono
62,0.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
62,0.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
62,0.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
62,0.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
62,0.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
62,0.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
62,0.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
63,30.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
63,30.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
63,30.0,Calamaro,Panko,Nessuna,8-15,Mono
63,70.0,Salmone,Gratinato,Nessuna,8-15,Doppia
63,60.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
63,40.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
63,50.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
63,80.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
63,70.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
63,50.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
63,90.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
